,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback,direction
1198,1198,188,157823.0,7.03,7.3,,,,,Nakashima,Bounce,,Cross
1199,1199,188,157836.0,9.65,-1.04,8.68,-1.04,3.89,23.51,Nakashima,Hit,Back,Cross
1200,1200,188,157863.0,5.14,23.15,,,,,Nakashima,Bounce,,Cross
1201,1201,188,157868.0,4.76,25.57,6.79,-0.74,4.07,25.57,Nakashima,Hit,Fore,Cross
1202,1202,188,157896.0,5.17,3.79,,,,,Nakashima,Bounce,,Cross
1203,1203,188,157908.0,5.43,-0.6,6.03,-0.6,5.29,26.13,Nakashima,Hit,Fore,Cross
1204,1204,188,157928.0,9.43,19.49,,,,,Nakashima,Bounce,,Cross
1205,1205,189,158519.0,5.28,6.65,,,,,Nakashima,Bounce,,Cross
1206,1206,189,158533.0,5.68,-1.94,4.11,-1.94,5.73,23.09,Nakashima,Hit,Back,Cross
1207,1207,191,159867.0,6.13,6.1,,,,,Nakashima,Bounce,,Cross
1208,1208,191,159877.0,7.79,0.19,8.65,0.19,3.9,23.64,Nakashima,Hit,Fore,Cross
1209,1209,191,159916.0,6.72,22.94,,,,,Nakashima,Bounce,,Cross
1210,1210,191,159926.0,6.84,26.03,6.11,-0.73,6.09,26.03,Nakashima,Hit,Fore,Cross
1211,1211,191,159956.0,3.49,2.59,,,,,Nakashima,Bounce,,Cross
1212,1212,191,159968.0,2.56,-2.87,3.83,-2.87,6.1,26.15,Nakashima,Hit,Fore,Cross
1213,1213,191,159992.0,8.14,19.81,,,,,Nakashima,Bounce,,Cross
1214,1214,191,160005.0,10.28,25.98,3.93,-3.19,8.88,25.98,Nakashima,Hit,Fore,Cross
1215,1215,191,160030.0,4.09,4.06,,,,,Nakashima,Bounce,,Cross
1216,1216,191,160043.0,2.38,-1.42,3.93,-1.42,7.91,25.34,Nakashima,Hit,Fore,Cross
1217,1217,191,160064.0,3.19,17.98,,,,,Nakashima,Bounce,,Cross
1218,1218,191,160079.0,3.03,25.42,5.0,-0.98,4.22,25.42,Nakashima,Hit,Back,Cross
1219,1219,191,160113.0,8.89,0.39,,,,,Nakashima,Bounce,,Cross
1220,1220,191,160117.0,9.63,-1.82,8.56,-1.82,4.11,25.12,Nakashima,Hit,Back,Cross
1221,1221,191,160147.0,3.73,21.47,,,,,Nakashima,Bounce,,Cross
1222,1222,191,160157.0,2.4,25.42,7.56,-1.77,3.68,25.42,Nakashima,Hit,Back,Cross
1223,1223,191,160185.0,8.49,4.94,,,,,Nakashima,Bounce,,Cross
1224,1224,191,160200.0,10.93,-1.42,9.38,-1.42,4.55,25.94,Nakashima,Hit,Back,Cross
1225,1225,191,160226.0,2.45,22.42,,,,,Nakashima,Bounce,,Cross
1226,1226,191,160233.0,1.2,25.47,9.38,-1.38,2.23,25.47,Nakashima,Hit,Back,Cross
1227,1227,191,160301.0,4.17,1.27,,,,,Nakashima,Bounce,,Cross
1228,1228,191,160337.0,5.56,-2.4,6.38,-2.4,5.63,27.03,Nakashima,Hit,Fore,Cross
1229,1229,193,161259.0,5.37,6.58,,,,,Nakashima,Bounce,,Cross
1230,1230,195,166467.0,3.02,8.1,,,,,Nishioka,Bounce,,Cross
1231,1231,195,166482.0,-0.52,-0.98,1.51,-0.98,6.56,23.5,Nishioka,Hit,Fore,Cross
1232,1232,195,166510.0,5.04,21.27,,,,,Nishioka,Bounce,,Cross
1233,1233,195,166521.0,5.59,25.22,3.53,-1.42,6.52,25.22,Nishioka,Hit,Back,Cross
1234,1234,195,166545.0,6.65,4.29,,,,,Nishioka,Bounce,,Cross
1235,1235,195,166560.0,7.06,-1.34,5.84,-1.34,5.61,26.09,Nishioka,Hit,Back,Cross
1236,1236,195,166582.0,3.23,17.68,,,,,Nishioka,Bounce,,Cross
1237,1237,195,166600.0,1.01,26.15,6.22,-2.91,2.19,26.15,Nishioka,Hit,Back,Cross
1238,1238,195,166624.0,7.24,5.2,,,,,Nishioka,Bounce,,Cross
1239,1239,195,166638.0,9.44,-1.87,8.16,-1.87,3.32,25.59,Nishioka,Hit,Back,Cross
1240,1240,195,166672.0,7.96,20.57,,,,,Nishioka,Bounce,,Cross
1241,1241,195,166687.0,8.25,26.33,5.23,-3.52,6.57,26.33,Nishioka,Hit,Fore,Cross
1242,1242,195,166709.0,3.14,3.76,,,,,Nishioka,Bounce,,Cross
1243,1243,195,166722.0,1.71,-2.89,2.97,-2.89,6.98,25.71,Nishioka,Hit,Fore,Cross
1244,1244,195,166750.0,8.25,19.52,,,,,Nishioka,Bounce,,Cross
1245,1245,195,166763.0,10.23,24.54,3.75,-2.86,8.73,24.54,Nishioka,Hit,Fore,Cross
1246,1246,195,166790.0,3.72,2.42,,,,,Nishioka,Bounce,,Cross
1247,1247,195,166803.0,1.91,-36.77,-16.94,-36.77,7.47,25.67,Nishioka,Hit,Back,Cross
1248,1248,195,166830.0,6.91,19.28,,,,,Nishioka,Bounce,,Cross
1249,1249,195,166843.0,8.32,25.94,4.41,-2.46,7.14,25.94,Nishioka,Hit,Fore,Cross
1250,1250,195,166866.0,7.38,4.2,,,,,Nishioka,Bounce,,Cross
1251,1251,195,166882.0,7.31,-2.11,6.25,-2.11,5.65,25.55,Nishioka,Hit,Back,Cross
1252,1252,195,166906.0,8.03,19.03,,,,,Nishioka,Bounce,,Cross
1253,1253,195,166921.0,8.71,26.17,5.17,-2.14,7.17,26.17,Nishioka,Hit,Fore,Cross
1254,1254,195,166944.0,3.57,5.01,,,,,Nishioka,Bounce,,Cross
1255,1255,195,166960.0,1.67,-2.25,2.99,-2.25,6.86,26.07,Nishioka,Hit,Fore,Cross
1256,1256,195,166983.0,8.04,16.56,,,,,Nishioka,Bounce,,Cross
1257,1257,195,167002.0,10.9,24.47,3.66,-1.92,9.65,24.47,Nishioka,Hit,Fore,Cross
1258,1258,195,167040.0,3.18,2.53,,,,,Nishioka,Bounce,,Cross
1259,1259,195,167050.0,2.13,-0.75,1.29,-0.75,7.43,25.07,Nishioka,Hit,Back,Cross
1260,1260,195,167075.0,2.55,19.43,,,,,Nishioka,Bounce,,Cross
1261,1261,195,167090.0,2.2,26.17,4.05,-1.23,3.41,26.17,Nishioka,Hit,Back,Cross
1262,1262,195,167114.0,8.82,4.1,,,,,Nishioka,Bounce,,Cross
1263,1263,195,167127.0,11.17,-1.99,9.24,-1.99,2.92,25.51,Nishioka,Hit,Back,Cross
1264,1264,195,167171.0,6.07,18.28,,,,,Nishioka,Bounce,,Cross
1265,1265,195,167188.0,5.5,21.06,8.35,-3.9,4.48,21.06,Nishioka,Hit,Fore,Cross
1266,1266,195,167208.0,2.47,4.01,,,,,Nishioka,Bounce,,Cross
1267,1267,195,167228.0,0.76,-4.67,1.81,-4.67,5.1,17.49,Nishioka,Hit,Fore,Cross
1268,1268,195,167257.0,8.03,14.38,,,,,Nishioka,Bounce,,Cross
1269,1269,195,167260.0,8.7,15.69,0.52,-4.41,7.6,15.69,Nishioka,Hit,Fore,Cross
1270,1270,195,167300.0,4.46,5.48,,,,,Nishioka,Bounce,,Cross
1271,1271,195,167316.0,3.83,3.99,2.87,3.99,5.03,16.54,Nishioka,Hit,Back,Cross
1272,1272,195,167334.0,1.53,18.69,,,,,Nishioka,Bounce,,Cross
1273,1273,197,168483.0,8.32,6.05,,,,,Nishioka,Bounce,,Cross
1274,1274,197,168497.0,10.86,-2.88,9.03,-2.88,4.47,23.25,Nishioka,Hit,Back,Cross
1275,1275,197,168528.0,3.02,16.35,,,,,Nishioka,Bounce,,Cross
1276,1276,197,168550.0,-0.77,23.96,6.8,-3.62,1.03,23.96,Nishioka,Hit,Back,Cross
1277,1277,197,168571.0,7.43,5.31,,,,,Nishioka,Bounce,,Cross
1278,1278,197,168589.0,10.56,-1.08,9.24,-1.08,2.57,24.36,Nishioka,Hit,Back,Cross
1279,1279,197,168620.0,3.64,19.95,,,,,Nishioka,Bounce,,Cross
1280,1280,197,168632.0,1.54,24.63,-20.68,-38.35,2.81,24.63,Nishioka,Hit,Back,Cross
1281,1281,198,169461.0,5.11,6.61,,,,,Nishioka,Bounce,,Cross
1282,1282,198,169473.0,3.81,-2.72,2.41,-2.72,6.43,23.04,Nishioka,Hit,Back,Cross
1283,1283,198,169532.0,5.78,23.65,,,,,Nishioka,Bounce,,Cross
1284,1284,198,169557.0,6.46,24.78,5.46,-4.03,5.26,24.78,Nishioka,Hit,Fore,Cross
1285,1285,198,169578.0,2.03,2.54,,,,,Nishioka,Bounce,,Cross
1286,1286,198,169596.0,0.05,-5.16,1.31,-5.16,5.89,23.85,Nishioka,Hit,Fore,Cross
1287,1287,198,169626.0,3.78,17.0,,,,,Nishioka,Bounce,,Cross
1288,1288,198,169642.0,4.57,22.14,2.85,-3.27,5.59,22.14,Nishioka,Hit,Back,Cross
1289,1289,198,169661.0,8.72,4.13,,,,,Nishioka,Bounce,,Cross
1290,1290,200,170682.0,6.66,7.39,,,,,Nishioka,Bounce,,Cross
1291,1291,200,170701.0,7.94,-2.23,8.71,-2.23,4.87,24.1,Nishioka,Hit,Fore,Cross
1292,1292,200,170731.0,8.48,18.94,,,,,Nishioka,Bounce,,Cross
1293,1293,200,170750.0,9.61,25.28,5.03,-2.94,7.94,25.28,Nishioka,Hit,Fore,Cross
1294,1294,200,170776.0,3.2,6.24,,,,,Nishioka,Bounce,,Cross
1295,1295,200,170797.0,0.55,-1.44,2.07,-1.44,7.29,25.88,Nishioka,Hit,Fore,Cross
1296,1296,202,171724.0,2.18,6.25,,,,,Nishioka,Bounce,,Cross
1297,1297,202,171735.0,-0.97,-1.21,0.88,-1.21,6.65,23.12,Nishioka,Hit,Fore,Cross
1298,1298,202,171766.0,3.8,19.68,,,,,Nishioka,Bounce,,Cross
1299,1299,202,171779.0,4.57,23.44,3.26,-1.36,5.62,23.44,Nishioka,Hit,Back,Cross
1300,1300,203,172575.0,5.52,6.06,,,,,Nishioka,Bounce,,Cross
1301,1301,204,173106.0,1.75,6.07,,,,,Nishioka,Bounce,,Cross
1302,1302,204,173118.0,-2.04,-2.02,0.06,-2.02,6.68,22.95,Nishioka,Hit,Fore,Cross
1303,1303,204,173153.0,7.45,17.99,,,,,Nishioka,Bounce,,Cross
1304,1304,204,173169.0,10.01,22.3,2.88,-1.93,8.18,22.3,Nishioka,Hit,Fore,Cross
1305,1305,204,173186.0,8.01,3.5,,,,,Nishioka,Bounce,,Cross
1306,1306,204,173201.0,8.07,-4.15,6.96,-4.15,7.06,22.49,Nishioka,Hit,Back,Cross
1307,1307,204,173240.0,5.06,17.82,,,,,Nishioka,Bounce,,Cross
1308,1308,204,173252.0,4.51,20.98,5.84,-1.74,5.48,20.98,Nishioka,Hit,Back,Cross
1309,1309,204,173274.0,8.57,3.93,,,,,Nishioka,Bounce,,Cross
1310,1310,204,173288.0,10.55,-2.13,9.01,-2.13,5.98,18.48,Nishioka,Hit,Back,Cross
1311,1311,204,173307.0,,,,,,,Nishioka,NoBounce,,
1312,1312,204,173307.0,8.29,17.13,10.69,-2.55,7.12,17.13,Nishioka,Hit,Fore,Cross
1313,1313,204,173331.0,4.38,4.64,,,,,Nishioka,Bounce,,Cross
1314,1314,205,174207.0,5.59,5.84,,,,,Nishioka,Bounce,,Cross
1315,1315,206,174969.0,8.13,16.9,,,,,Nakashima,Bounce,,Cross
1316,1316,206,174982.0,10.47,25.35,4.88,-0.75,8.5,25.35,Nakashima,Hit,Fore,Cross
1317,1317,206,175006.0,5.58,4.75,,,,,Nakashima,Bounce,,Cross
1318,1318,206,175020.0,4.49,-0.98,3.66,-0.98,6.67,25.94,Nakashima,Hit,Back,Cross
1319,1319,206,175050.0,3.12,22.84,,,,,Nakashima,Bounce,,Cross
1320,1320,206,175059.0,2.43,26.27,5.4,-1.97,3.52,26.27,Nakashima,Hit,Back,Cross
1321,1321,206,175092.0,5.44,2.92,,,,,Nakashima,Bounce,,Cross
1322,1322,206,175109.0,6.31,-0.98,5.06,-0.98,4.73,25.83,Nakashima,Hit,Back,Cross
1323,1323,206,175130.0,2.12,17.97,,,,,Nakashima,Bounce,,Cross
1324,1324,206,175147.0,-0.18,26.75,5.15,0.73,2.05,26.75,Nakashima,Hit,Back,Cross
1325,1325,206,175178.0,,,,,,,Nakashima,NoBounce,,
1326,1326,206,175178.0,5.02,5.39,5.49,5.39,1.38,25.76,Nakashima,Hit,Fore,Cross
1327,1327,206,175192.0,7.17,17.41,,,,,Nakashima,Bounce,,Cross
1328,1328,207,175943.0,8.63,6.92,,,,,Nakashima,Bounce,,Cross
1329,1329,207,175955.0,12.55,-3.75,10.04,-3.75,3.97,23.1,Nakashima,Hit,Back,Cross
1330,1330,207,175986.0,6.62,19.81,,,,,Nakashima,Bounce,,Cross
1331,1331,207,175998.0,5.88,23.74,7.99,-3.57,4.73,23.74,Nakashima,Hit,Fore,Cross
1332,1332,207,176016.0,2.18,3.73,,,,,Nakashima,Bounce,,Cross
1333,1333,207,176036.0,0.06,-6.42,1.67,-6.42,5.12,21.55,Nakashima,Hit,Fore,Cross
1334,1334,208,176648.0,5.38,6.69,,,,,Nakashima,Bounce,,Cross
1335,1335,209,177804.0,4.62,16.98,,,,,Nakashima,Bounce,,Cross
1336,1336,209,177815.0,2.61,25.09,7.09,-0.66,1.88,25.09,Nakashima,Hit,Fore,Cross
1337,1337,209,177858.0,4.45,2.61,,,,,Nakashima,Bounce,,Cross
1338,1338,209,177871.0,4.63,-0.12,5.59,-0.12,5.65,25.87,Nakashima,Hit,Fore,Cross
1339,1339,209,177892.0,8.05,18.9,,,,,Nakashima,Bounce,,Cross
1340,1340,209,177910.0,10.01,26.39,4.78,-1.02,8.75,26.39,Nakashima,Hit,Fore,Cross
1341,1341,209,177935.0,4.9,4.9,,,,,Nakashima,Bounce,,Cross
1342,1342,209,177948.0,3.3,-0.48,4.54,-0.48,7.01,26.43,Nakashima,Hit,Fore,Cross
1343,1343,209,177970.0,9.49,19.52,,,,,Nakashima,Bounce,,Cross
1344,1344,210,178494.0,5.8,16.52,,,,,Nakashima,Bounce,,Cross
1345,1345,210,178504.0,5.9,24.28,5.26,0.12,7.31,24.28,Nakashima,Hit,Back,Cross
1346,1346,210,178547.0,6.01,2.85,,,,,Nakashima,Bounce,,Cross
1347,1347,210,178563.0,6.49,-0.39,5.28,-0.39,5.56,25.89,Nakashima,Hit,Back,Cross
1348,1348,210,178585.0,1.58,20.19,,,,,Nakashima,Bounce,,Cross
1349,1349,210,178600.0,-1.27,26.53,5.21,3.45,1.82,26.53,Nakashima,Hit,Back,Cross
1350,1350,211,179421.0,8.67,6.61,,,,,Nakashima,Bounce,,Cross
1351,1351,211,179433.0,12.19,-2.9,10.25,-2.9,3.72,23.07,Nakashima,Hit,Back,Cross
1352,1352,211,179462.0,8.28,18.42,,,,,Nakashima,Bounce,,Cross
1353,1353,211,179478.0,7.64,24.39,7.14,-2.89,6.53,24.39,Nakashima,Hit,Fore,Cross
1354,1354,211,179502.0,3.2,3.83,,,,,Nakashima,Bounce,,Cross
1355,1355,211,179518.0,1.34,-2.62,2.8,-2.62,6.63,24.74,Nakashima,Hit,Fore,Cross
1356,1356,211,179546.0,7.33,19.51,,,,,Nakashima,Bounce,,Cross
1357,1357,211,179560.0,9.21,24.92,3.99,-2.67,7.75,24.92,Nakashima,Hit,Fore,Cross
1358,1358,211,179587.0,2.91,1.5,,,,,Nakashima,Bounce,,Cross
1359,1359,211,179598.0,1.16,-2.81,2.49,-2.81,6.62,25.06,Nakashima,Hit,Fore,Cross
1360,1360,211,179623.0,7.55,19.02,,,,,Nakashima,Bounce,,Cross
1361,1361,211,179637.0,9.43,24.91,3.62,-2.61,8.28,24.91,Nakashima,Hit,Fore,Cross
1362,1362,211,179664.0,3.27,4.61,,,,,Nakashima,Bounce,,Cross
1363,1363,211,179679.0,0.76,-1.06,2.49,-1.06,6.67,25.42,Nakashima,Hit,Fore,Cross
1364,1364,213,181412.0,8.89,16.71,,,,,Nakashima,Bounce,,Cross
1365,1365,213,181424.0,12.66,23.68,4.27,-0.05,10.5,23.68,Nakashima,Hit,Fore,Cross
1366,1366,213,181450.0,5.24,3.02,,,,,Nakashima,Bounce,,Cross
1367,1367,213,181463.0,3.69,-1.75,4.88,-1.75,8.5,24.18,Nakashima,Hit,Fore,Cross
1368,1368,213,181491.0,2.98,19.66,,,,,Nakashima,Bounce,,Cross
1369,1369,213,181504.0,2.37,25.96,6.01,-2.99,3.77,25.96,Nakashima,Hit,Back,Cross
1370,1370,213,181529.0,7.31,6.61,,,,,Nakashima,Bounce,,Cross
1371,1371,213,181553.0,9.99,-1.81,8.62,-1.81,4.31,26.03,Nakashima,Hit,Back,Cross
1372,1372,213,181577.0,2.75,17.65,,,,,Nakashima,Bounce,,Cross
1373,1373,213,181594.0,-0.14,24.93,7.64,-1.33,1.35,24.93,Nakashima,Hit,Back,Cross
1374,1374,213,181622.0,6.8,4.35,,,,,Nakashima,Bounce,,Cross
1375,1375,213,181635.0,8.55,-0.56,7.63,-0.56,3.6,25.58,Nakashima,Hit,Back,Cross
1376,1376,213,181658.0,7.1,20.25,,,,,Nakashima,Bounce,,Cross
1377,1377,213,181668.0,7.15,26.63,6.15,-1.09,6.22,26.63,Nakashima,Hit,Fore,Cross
1378,1378,213,181696.0,3.73,4.02,,,,,Nakashima,Bounce,,Cross
1379,1379,213,181711.0,2.86,-0.39,4.15,-0.39,6.1,26.49,Nakashima,Hit,Fore,Cross
1380,1380,213,181736.0,8.64,19.82,,,,,Nakashima,Bounce,,Cross
1381,1381,213,181748.0,10.69,26.08,4.83,-1.29,9.27,26.08,Nakashima,Hit,Fore,Cross
1382,1382,213,181774.0,5.52,4.53,,,,,Nakashima,Bounce,,Cross
1383,1383,213,181789.0,4.03,-1.62,5.17,-1.62,7.62,25.92,Nakashima,Hit,Fore,Cross
1384,1384,213,181819.0,2.73,22.54,,,,,Nakashima,Bounce,,Cross
1385,1385,213,181830.0,1.79,27.5,6.13,-2.38,3.39,27.5,Nakashima,Hit,Back,Cross
1386,1386,213,181858.0,7.73,6.72,,,,,Nakashima,Bounce,,Cross
1387,1387,213,181882.0,10.46,-0.33,9.08,-0.33,4.08,26.55,Nakashima,Hit,Back,Cross
1388,1388,215,182969.0,6.75,7.49,,,,,Nakashima,Bounce,,Cross
1389,1389,215,182984.0,9.0,-0.49,8.08,-0.49,4.05,23.91,Nakashima,Hit,Back,Cross
1390,1390,215,183012.0,3.18,20.89,,,,,Nakashima,Bounce,,Cross
1391,1391,215,183021.0,1.92,25.46,6.27,-0.97,3.31,25.46,Nakashima,Hit,Back,Cross
1392,1392,215,183048.0,7.21,3.76,,,,,Nakashima,Bounce,,Cross
1393,1393,215,183058.0,8.42,-0.15,7.52,-0.15,4.72,26.02,Nakashima,Hit,Back,Cross
1394,1394,215,183085.0,1.57,23.89,,,,,Nakashima,Bounce,,Cross
1395,1395,215,183089.0,0.62,26.49,7.36,-0.16,2.08,26.49,Nakashima,Hit,Back,Cross
1396,1396,215,183129.0,3.31,1.84,,,,,Nakashima,Bounce,,Cross
1397,1397,215,183140.0,3.19,-2.58,4.4,-2.58,5.02,26.75,Nakashima,Hit,Fore,Cross
1398,1398,215,183165.0,7.05,19.69,,,,,Nakashima,Bounce,,Cross
1399,1399,215,183177.0,7.83,27.18,4.83,-2.61,6.71,27.18,Nakashima,Hit,Fore,Cross
1400,1400,215,183205.0,5.04,3.83,,,,,Nakashima,Bounce,,Cross
1401,1401,215,183218.0,4.15,-1.0,5.38,-1.0,6.11,26.58,Nakashima,Hit,Fore,Cross
1402,1402,215,183243.0,3.34,20.47,,,,,Nakashima,Bounce,,Cross
1403,1403,215,183257.0,2.96,27.28,6.1,-1.24,4.18,27.28,Nakashima,Hit,Back,Cross
1404,1404,215,183290.0,3.85,2.28,,,,,Nakashima,Bounce,,Cross
1405,1405,215,183303.0,3.68,-3.08,5.16,-3.08,5.72,27.02,Nakashima,Hit,Fore,Cross
1406,1406,215,183326.0,9.37,21.24,,,,,Nakashima,Bounce,,Cross
1407,1407,215,183338.0,11.36,27.14,4.6,-1.3,9.5,27.14,Nakashima,Hit,Fore,Cross
1408,1408,215,183388.0,5.49,6.7,,,,,Nakashima,Bounce,,Cross
1409,1409,215,183403.0,4.79,5.93,6.32,5.93,6.71,25.5,Nakashima,Hit,Fore,Cross
1410,1410,215,183417.0,8.03,19.39,,,,,Nakashima,Bounce,,Cross
1411,1411,215,183427.0,9.99,25.28,5.8,7.76,7.96,25.28,Nakashima,Hit,Fore,Cross
1412,1412,215,183459.0,,,,,,,Nakashima,NoBounce,,
1413,1413,215,183462.0,6.09,6.33,6.91,6.33,8.01,25.05,Nakashima,Hit,Fore,Cross
1414,1414,215,183471.0,4.0,15.09,,,,,Nakashima,Bounce,,Cross
1415,1415,215,183500.0,1.16,25.11,6.3,8.64,2.42,25.11,Nakashima,Hit,Back,Cross
1416,1416,215,183533.0,,,,,,,Nakashima,NoBounce,,
1417,1417,215,183537.0,0.7,3.32,2.55,3.32,1.66,23.75,Nakashima,Hit,Fore,Cross
1418,1418,216,184482.0,4.86,6.5,,,,,Nakashima,Bounce,,Cross
1419,1419,216,184493.0,4.71,-0.9,3.89,-0.9,6.0,22.77,Nakashima,Hit,Back,Cross
1420,1420,216,184523.0,6.94,20.98,,,,,Nakashima,Bounce,,Cross
1421,1421,216,184533.0,7.6,24.72,5.18,-1.89,6.67,24.72,Nakashima,Hit,Fore,Cross
1422,1422,216,184561.0,3.18,2.8,,,,,Nakashima,Bounce,,Cross
1423,1423,216,184571.0,2.04,-1.87,3.46,-1.87,6.17,25.79,Nakashima,Hit,Fore,Cross
1424,1424,216,184598.0,8.52,22.39,,,,,Nakashima,Bounce,,Cross
1425,1425,216,184607.0,10.07,26.49,4.27,-2.28,8.62,26.49,Nakashima,Hit,Fore,Cross
1426,1426,216,184634.0,3.24,4.39,,,,,Nakashima,Bounce,,Cross
1427,1427,216,184646.0,1.63,-0.73,2.96,-0.73,7.45,26.29,Nakashima,Hit,Fore,Cross
1428,1428,216,184669.0,8.37,18.93,,,,,Nakashima,Bounce,,Cross
1429,1429,216,184684.0,11.35,26.27,3.67,-1.71,9.83,26.27,Nakashima,Hit,Fore,Cross
1430,1430,216,184712.0,3.7,3.89,,,,,Nakashima,Bounce,,Cross
1431,1431,216,184724.0,2.06,-0.89,3.51,-0.89,8.79,26.05,Nakashima,Hit,Fore,Cross
1432,1432,218,186598.0,3.83,16.29,,,,,Nakashima,Bounce,,Cross
1433,1433,218,186620.0,1.89,27.21,6.46,-0.58,1.42,27.21,Nakashima,Hit,Fore,Cross
1434,1434,220,187834.0,9.15,17.55,,,,,Nakashima,Bounce,,Cross
1435,1435,220,187844.0,12.08,23.51,4.93,-0.32,10.39,23.51,Nakashima,Hit,Fore,Cross
1436,1436,220,187874.0,5.21,2.15,,,,,Nakashima,Bounce,,Cross
1437,1437,220,187884.0,4.26,-0.65,3.76,-0.65,8.13,24.34,Nakashima,Hit,Back,Cross
1438,1438,220,187912.0,3.51,21.74,,,,,Nakashima,Bounce,,Cross
1439,1439,220,187922.0,3.2,26.18,4.32,-1.88,4.04,26.18,Nakashima,Hit,Back,Cross
1440,1440,220,187947.0,6.48,5.77,,,,,Nakashima,Bounce,,Cross
1441,1441,220,187963.0,7.87,-0.33,6.92,-0.33,4.94,26.31,Nakashima,Hit,Back,Cross
1442,1442,220,187986.0,1.86,20.82,,,,,Nakashima,Bounce,,Cross
1443,1443,220,187996.0,0.02,26.52,6.13,0.99,1.79,26.52,Nakashima,Hit,Back,Cross
1444,1444,220,188029.0,,,,,,,Nakashima,NoBounce,,
1445,1445,220,188033.0,2.78,5.35,4.64,5.35,3.4,25.71,Nakashima,Hit,Fore,Cross
1446,1446,220,188051.0,8.89,17.0,,,,,Nakashima,Bounce,,Cross
1447,1447,222,189262.0,5.99,7.75,,,,,Nakashima,Bounce,,Cross
1448,1448,222,189280.0,7.96,-0.29,8.67,-0.29,4.26,24.72,Nakashima,Hit,Fore,Cross
1449,1449,222,189307.0,5.23,22.31,,,,,Nakashima,Bounce,,Cross
1450,1450,222,189314.0,4.85,25.92,7.74,-0.25,4.04,25.92,Nakashima,Hit,Fore,Cross
1451,1451,222,189342.0,4.98,3.58,,,,,Nakashima,Bounce,,Cross
1452,1452,222,189356.0,5.09,-0.98,6.12,-0.98,5.68,26.6,Nakashima,Hit,Fore,Cross
1453,1453,222,189380.0,8.39,19.6,,,,,Nakashima,Bounce,,Cross
1454,1454,222,189394.0,10.2,26.17,5.41,-1.43,8.85,26.17,Nakashima,Hit,Fore,Cross
1455,1455,222,189420.0,1.65,6.17,,,,,Nakashima,Bounce,,Cross
1456,1456,222,189440.0,-1.0,-0.49,0.19,-0.49,7.37,24.94,Nakashima,Hit,Fore,Cross
1457,1457,223,195122.0,1.98,7.25,,,,,Nakashima,Bounce,,Cross
1458,1458,223,195133.0,-1.72,-1.24,0.57,-1.24,6.6,23.38,Nakashima,Hit,Fore,Cross
1459,1459,223,195159.0,7.5,16.51,,,,,Nakashima,Bounce,,Cross
1460,1460,223,195175.0,10.76,22.9,1.4,-1.13,9.35,22.9,Nakashima,Hit,Fore,Cross
1461,1461,223,195199.0,3.29,1.46,,,,,Nakashima,Bounce,,Cross
1462,1462,223,195205.0,1.86,-1.16,2.95,-1.16,8.53,22.69,Nakashima,Hit,Fore,Cross
1463,1463,223,195237.0,3.34,21.97,,,,,Nakashima,Bounce,,Cross
1464,1464,223,195245.0,3.16,25.29,5.43,-0.98,4.26,25.29,Nakashima,Hit,Back,Cross
1465,1465,223,195275.0,7.39,3.07,,,,,Nakashima,Bounce,,Cross
1466,1466,223,195287.0,8.46,-1.66,7.25,-1.66,4.34,26.01,Nakashima,Hit,Back,Cross
1467,1467,223,195309.0,9.14,18.58,,,,,Nakashima,Bounce,,Cross
1468,1468,223,195325.0,9.86,26.21,5.36,-1.65,7.68,26.21,Nakashima,Hit,Fore,Cross
1469,1469,223,195363.0,2.05,3.45,,,,,Nakashima,Bounce,,Cross
1470,1470,223,195376.0,0.45,0.0,1.62,0.0,6.92,24.88,Nakashima,Hit,Fore,Cross
1471,1471,223,195400.0,8.3,17.13,,,,,Nakashima,Bounce,,Cross
1472,1472,223,195418.0,12.01,24.37,3.39,-1.41,9.98,24.37,Nakashima,Hit,Fore,Cross
1473,1473,223,195441.0,3.19,5.59,,,,,Nakashima,Bounce,,Cross
1474,1474,223,195457.0,0.0,-0.73,1.06,-0.73,11.28,23.47,Nakashima,Hit,Fore,Cross
1475,1475,223,195482.0,2.32,20.6,,,,,Nakashima,Bounce,,Cross
1476,1476,224,196219.0,8.47,6.86,,,,,Nishioka,Bounce,,Cross
1477,1477,224,196230.0,11.49,-3.1,9.49,-3.1,4.12,22.85,Nishioka,Hit,Back,Cross
1478,1478,224,196265.0,5.29,21.31,,,,,Nishioka,Bounce,,Cross
1479,1479,224,196277.0,4.18,25.24,6.54,-3.07,3.31,25.24,Nishioka,Hit,Fore,Cross
1480,1480,225,197005.0,2.35,6.93,,,,,Nishioka,Bounce,,Cross
1481,1481,225,197017.0,-1.07,-2.26,0.3,-2.26,6.64,23.23,Nishioka,Hit,Fore,Cross
1482,1482,225,197046.0,5.58,20.22,,,,,Nishioka,Bounce,,Cross
1483,1483,225,197054.0,6.54,23.13,2.78,-1.99,7.33,23.13,Nishioka,Hit,Back,Cross
1484,1484,225,197080.0,7.39,0.94,,,,,Nishioka,Bounce,,Cross
1485,1485,225,197089.0,7.7,-3.04,6.81,-3.04,6.56,24.18,Nishioka,Hit,Back,Cross
1486,1486,225,197122.0,4.2,18.42,,,,,Nishioka,Bounce,,Cross
1487,1487,225,197133.0,3.22,22.87,6.21,-3.87,4.16,22.87,Nishioka,Hit,Back,Cross
